NOMBRE_INSTRUMENTO,FOLIO_INSTRUMENTO,ROL_A_EVALUAR,ROL_EVALUADOR,TUTORIZADO,NOMBRE_SECCION,NOMBRE_INDICADOR,NO_PREGUNTA,PREGUNTA_BONO,OBLIGADA,PREGUNTA,NO_APLICA,VALIDO_NO_APLICA,NO_ENVIO_MENSAJE,SI,NO,SIEMPRE,CASI_SIEMPRE,ALGUNAS_VECES,CASI_NUNCA,NUNCA,RESPUESTA_ABIERTA,TIPO_INSTRUMENTO,EVA_TIPO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,11,NO,,Los temas fueron abordados con una profundidad adecuada.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,12,NO,,El material se presentó de una manera atractiva.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,13,NO,,Le pareció adecuado el tiempo necesario para su lectura.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,14,NO,,Su extensión fue la adecuada.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,15,NO,,La forma en que se presentaban los temas facilitó su lectura.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,16,NO,,La forma en que se presentaron los temas motivaron a los alumnos a avanzar en el curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,17,NO,,Encontró problemas con el funcionamiento de las actividades interactivas,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,18,NO,,Observó errores en su redacción.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,19,NO,,La forma en que se presentan facilita su respuesta.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,20,NO,,Se consideraron como correctas respuestas que eran incorrectas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,21,NO,,Estuvieron acordes a los objetivos del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,22,NO,,Las preguntas fueron claras.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,23,NO,,Las respuestas concordaron con lo tratado en las unidades.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,24,NO,,Presentaron errores en los puntajes reportados.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con los contenidos:,NA2,25,NO,,Las retroinformaciones que brindó la plataforma fueron adecuadas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,26,NO,,Encontró dificultad para ingresar al curso una vez ya iniciado.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,27,NO,,"Observó dificultad para acceder a herramientas y materiales del curso. (Información general, tutoriales, documentos en PDF, foros, evaluaciones, etc.)",SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,28,NO,,Se presentó dificultad para la lectura de los contenidos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,29,NO,,Encontró falta de registro en la lectura de contenidos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,30,NO,,Se presentaron interrupciones en el funcionamiento de la plataforma.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,En relación con la plataforma:,NA2,31,NO,,Observó problema en el registro de calificaciones de las evaluaciones,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,32,SI,,Le solicitó dar la bienvenida a los tutores.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,33,SI,,Le solicitó verificar el ingreso de los tutores por lo menos cinco días hábiles antes del inicio del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,34,SI,,Le orientó sobre las acciones de seguimiento necesarias respecto al ingreso de los tutores. ,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,35,SI,,Tomó en cuenta su punto de vista sobre la pertinencia de la baja de un tutor que no ingresó en tiempo al curso.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,36,SI,,En caso de baja de algún tutor solicitó su apoyo para de común acuerdo elegir a otro tutor.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,37,SI,,"Durante la ausencia de algún tutor por baja, le solicitó desempeñar las funciones del tutor en tanto se contaba con la participación de otro tutor.",SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,38,SI,,Estableció comunicación con el nuevo tutor y le solicitó su ingreso al curso a la brevedad.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,39,SI,,Le solicitó el reporte de las acciones realizadas con los alumnos que no ingresaron al curso.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,40,SI,,Revisó el reporte señalado en la pregunta previa y le comunicó las acciones definitivas a seguir por parte de los tutores con los alumnos que no ingresaron.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,41,SI,,Le orientó sobre las acciones de seguimiento que tiene que realizar respecto a las actividades de los tutores.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,42,NO,,Activó los apartados generales del curso 48 horas antes del inicio para la visualización por los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,43,NO,,Abrió las actividades a realizar por los alumnos en la fecha de inicio establecida conforme al tipo de curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA2,44,NO,,"En el caso de la apertura de un foro en un grupo equivocado por parte de un tutor, eliminó la apertura de forma expedita y colocó el tema de discusión en el grupo correspondiente.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA3,45,SI,,Le orientó sobre su propio desempeño.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA4,46,NO,,Le orientó sobre el seguimiento al asentamiento de calificaciones por parte de los tutores.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA5,47,NO,,Le solicitó la validación del asentamiento de calificaciones registradas por los tutores ,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA6,48,SI,,Le solicitó retroalimentar y calificar aquellas tareas que no habían sido revisadas por el tutor.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA7,49,SI,,Le confirmó la procedencia de las bajas de los alumnos.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA8,50,NO,,"Solicitó por correo electrónico al coordinador de sistemas de gestión del aprendizaje, las bajas de los alumnos en la plataforma educativa.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA9,51,NO,,Hizo visibles las encuestas de satisfacción en la plataforma educativa en la temporalidad establecida.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA10,52,SI,,Le solicitó responder la encuesta de satisfacción.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA11,53,SI,,Validó el resultado final de los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA12,54,SI,,Solicitó que los tutores dieran a conocer el resultado final a sus alumnos así como el periodo de emisión de constancias.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA13,55,SI,,En caso de alguna inconformidad por parte de los alumnos atendió la inconformidad tomando en cuenta su opinión.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA14,56,SI,,En caso de proceder la inconformidad corrigió la calificación e informó al alumno y a usted del cambio.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
Encuesta de satisfacción para Coordinador de Tutores,CT a CC,COORDINADOR_CURSO,COORDINADOR_TUTORES,SI,El coordinador de curso:,NA15,57,SI,,Le solicitó sugerencias de mejora del curso.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_USUARIO
