NOMBRE_INSTRUMENTO,FOLIO_INSTRUMENTO,ROL_A_EVALUAR,ROL_EVALUADOR,TUTORIZADO,NOMBRE_SECCION,NOMBRE_INDICADOR,NO_PREGUNTA,PREGUNTA_BONO,OBLIGADA,PREGUNTA,NO_APLICA,VALIDO_NO_APLICA,NO_ENVIO_MENSAJE,SI,NO,SIEMPRE,CASI_SIEMPRE,ALGUNAS_VECES,CASI_NUNCA,NUNCA,RESPUESTA_ABIERTA,TIPO_INSTRUMENTO,EVA_TIPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con los contenidos:,NA2,13,SI,,Le pareció adecuado el tiempo necesario para su lectura.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con los contenidos:,NA2,14,SI,,Su extensión fue la adecuada.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con los contenidos:,NA2,15,SI,,La forma en que se presentaban los temas facilitó su lectura.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con los contenidos:,NA2,16,SI,,La forma en que se presentaron los temas motivaron a los alumnos a avanzar en el curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con los contenidos:,NA2,17,SI,,Encontró problemas con el funcionamiento de las actividades interactivas,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,18,SI,,Observó errores en su redacción.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,19,SI,,La forma en que se presentan facilita su respuesta.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,20,SI,,Se consideraron como correctas respuestas que eran incorrectas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,21,SI,,Estuvieron acordes a los objetivos del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,22,SI,,Las preguntas fueron claras.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,23,SI,,Las respuestas concordaron con lo tratado en las unidades.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,24,SI,,Presentaron errores en los puntajes reportados.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con las evaluaciones:,NA2,25,SI,,Las retroinformaciones que brindó la plataforma fueron adecuadas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,26,SI,,Encontró dificultad para ingresar al curso una vez ya iniciado.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,27,SI,,"Observó dificultad para acceder a herramientas y materiales del curso. (Información general, tutoriales, documentos en PDF, foros, evaluaciones, etc.)",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,28,SI,,Se presentó dificultad para la lectura de los contenidos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,29,SI,,Encontró falta de registro en la lectura de contenidos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,30,SI,,Se presentaron interrupciones en el funcionamiento de la plataforma.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,31,SI,,Observó problema en el registro de calificaciones de las evaluaciones,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,En relación con la plataforma:,NA2,32,SI,SI,El coordinador de tutores le envío un mensaje de bienvenida al inicio del curso mediante mensajería de la plataforma educativa.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El mensaje de bienvenida:,NA2,33,SI,SI,Le proporcionó nombre completo y correo electrónico del coordinador de tutores para facilitar su localización en caso de alguna duda.,,,SI,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El mensaje de bienvenida:,NA2,34,SI,SI,Contenía las fechas de inicio y término del curso.,,,SI,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,35,SI,SI,Le solicitó dar la bienvenida a los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,36,SI,SI,Le comunicó los criterios de permanencia del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,37,SI,SI,Le informó los criterios de acreditación.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,38,SI,SI,Le orientó en cuanto al comunicado y seguimiento de los alumnos que no ingresaron al curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,39,SI,SI,Le orientó en cuanto a las acciones a seguir en caso de baja de un alumno que no ingresó al curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,40,SI,SI,Le informó sobre la manera en que se efectuaría el seguimiento de las inconformidades presentadas por los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,41,SI,SI,Solicitó mediante mensajería de plataforma educativa el reporte de las acciones que usted llevó a cabo con los alumnos que no ingresaron al curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,42,SI,SI,Retroinformó el reporte que usted elaboró sobre las acciones realizadas con los alumnos que no ingresaron.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,43,SI,SI,Le notificó a través de mensajería de la plataforma educativa las acciones definitivas a seguir con los alumnos que no ingresaron al curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA2,44,SI,SI,Resolvió sus dudas en el aspecto tecnológico.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA3,45,SI,SI,Resolvió sus dudas en relación con los contenidos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA4,46,SI,SI,"En caso de que usted hubiera realizado la apertura de un foro académico en un grupo equivocado, le orientó al respecto.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA5,47,SI,SI,"En el caso de la apertura de un foro académico en un grupo incorrecto, solicitó de manera expedita al coordinador de curso que eliminara el tema del grupo equivocado y se realizara de forma adecuada.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA6,48,SI,SI,Lo motivó para continuar con sus actividades.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA7,49,SI,SI,Propició una comunicación permanente con usted.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA8,50,SI,SI,Acordó con usted la forma de asignar las calificaciones a las actividades llevadas a cabo por los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA9,51,SI,SI,Acordó con usted la forma de asignar las calificaciones a las tareas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA10,52,SI,SI,"Sugirió a través de mensajería en plataforma educativa, acciones respecto al seguimiento del desempeño de los alumnos.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA11,53,SI,SI,Le comunicó el procedimiento relativo a las prebajas de los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA12,54,SI,SI,Le comunicó el procedimiento relativo a las bajas.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA13,55,SI,SI,Le orientó sobre su propio desempeño como tutor del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA14,56,SI,SI,"Al finalizar cada unidad, le solicitó el seguimiento de los alumnos ante la existencia de evaluaciones no realizadas y/o tareas que no fueron entregadas.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA15,57,SI,,Le orientó sobre el procedimiento de asentamiento de calificaciones.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA16,58,SI,,A través de mensajería en plataforma educativa le solicitó el asentamiento de calificaciones.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA17,59,SI,,"Verificó que las calificaciones de cada unidad y módulo por grupo, estuvieran correctamente asentadas.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA18,60,SI,SI,"Identificó junto con usted, alumnos en riesgo de baja por las calificaciones obtenidas.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA19,61,SI,SI,Le solicitó un informe sobre los alumnos en riesgo de baja que usted identificó.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA20,62,SI,SI,Confirmó a los alumnos en los que procedió la baja.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA21,63,SI,SI,Le solicitó que respondiera la encuesta de satisfacción.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA22,64,SI,SI,Envió comunicado para que usted solicitara a los alumnos responder la encuesta de satisfacción.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA23,65,SI,SI,Le solicitó el envío de una notificación de conclusión del curso dirigida a los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA24,66,SI,SI,Validó el asentamiento de calificaciones que usted llevó a cabo en el sistema de calificaciones de la plataforma educativa al término del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA25,67,SI,SI,Le informó el periodo de emisión de constancias y le indicó dar a conocer esta información a los alumnos.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA26,68,SI,SI,Le solicitó el envío vía correo electrónico de las inconformidades de los alumnos y los anexos con las evidencias del desempeño de cada caso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Tutores,TT-CT09-16T6,COORDINADOR_TUTORES,TUTOR_TITULAR,SI,El coordinador de tutores:,NA27,69,SI,SI,Le solicitó mediante correo electrónico el reporte final del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
