NOMBRE_INSTRUMENTO,FOLIO_INSTRUMENTO,ROL_A_EVALUAR,ROL_EVALUADOR,TUTORIZADO,NOMBRE_SECCION,NOMBRE_INDICADOR,NO_PREGUNTA,PREGUNTA_BONO,OBLIGADA,PREGUNTA,NO_APLICA,VALIDO_NO_APLICA,NO_ENVIO_MENSAJE,SI,NO,SIEMPRE,CASI_SIEMPRE,ALGUNAS_VECES,CASI_NUNCA,NUNCA,RESPUESTA_ABIERTA,TIPO_INSTRUMENTO,EVA_TIPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,11,NO,NO,Le orientó sobre las causas e implicaciones de la falta de registro de lectura de los contenidos en plataforma.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,12,SI,SI,Siempre respondió las dudas que planteó en el Foro de dudas.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,13,SI,SI,Respondió con un tiempo menor de 24 horas las dudas que presentó en el foro correspondiente.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,14,SI,SI,Respondió adecuadamente a sus dudas para visualizar los empaquetados.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,15,SI,SI,Cuando planteó alguna duda sobre el contenido le respondió pertinentemente de acuerdo a lo revisado en el curso.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,16,SI,SI,Le retroinformó con base en los contenidos del curso cuando expresó alguna duda sobre una evaluación.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,17,SI,SI,Le dio una respuesta pertinente en el caso de que usted le planteara una inconformidad sobre el reactivo de una evaluación.,SI,SI,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,18,SI,SI,Le dio un trato respetuoso durante el curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,19,SI,SI,Mostró un adecuado conocimiento sobre el manejo de las herramientas de la plataforma educativa.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,20,SI,SI,"Durante la coordinación de los foros académicos el tutor fomentó el debate, la discusión y la aportación de ideas propias por parte de los alumnos relativos al tema principal.",SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,21,SI,SI,Cerró los foros académicos con una conclusión.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,22,SI,SI,La retroalimentación a sus tareas se apegó a los criterios establecidos para la realización de la misma.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,23,SI,SI,Le motivo para continuar las actividades durante el desarrollo del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,El tutor:,NA2,24,SI,SI,Le envió un mensaje en plataforma de conclusión del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Presentación del curso,NA2,25,NO,NO,La información en la página inicial le permitió conocer la manera en que está estructurado el curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Presentación del curso,NA2,26,NO,NO,La información contenida en los documentos ubicados en la sección Información general del curso le proporcionó los elementos para el uso de los recursos que provee la plataforma.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Presentación del curso,NA2,27,NO,NO,La página inicial le permite ubicar fácilmente los datos de contacto de mesa de ayuda.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,28,NO,NO,La forma en que se presenta la información en la página inicial del curso facilitó el acceso a los materiales,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,29,NO,NO,Fueron acordes al nombre del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,30,NO,NO,Los temas estuvieron de acuerdo con los objetivos del curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,31,NO,NO,Se abordaron con una profundidad adecuada.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,32,NO,NO,Se presentaron de una manera atractiva.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,33,NO,NO,Tienen que ver claramente con su trabajo en el Instituto.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,34,NO,NO,Lo aprendido en el curso tiene una aplicación inmediata para su trabajo en el Instituto.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,35,NO,NO,Le pareció adecuado el tiempo necesario para su lectura.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,36,NO,NO,Tienen la extensión adecuada.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,37,NO,NO,La forma en que se presentaron los temas facilitó su lectura.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,En relación con los contenidos:,NA2,38,NO,NO,Su presentación le motivó a avanzar en el curso.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,39,NO,NO,Recibió anticipadamente sus claves de acceso para ingresar a la plataforma educativa.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,40,NO,NO,Accedió al curso sin ninguna dificultad.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,41,NO,NO,Logró visualizar los materiales sin ningún problema.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,42,NO,NO,Se registró la lectura que realizó de los contenidos correctamente.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,43,NO,NO,En el caso de haber planteado alguna duda a mesa de ayuda le resolvieron el problema.,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
Encuesta de satisfacción para Alumnos,ATT0916T7,TUTOR_TITULAR,ALUMNO,SI,Plataforma,NA2,44,NO,NO,Durante el transcurso del curso se presentó alguna dificultad para acceder al mismo,SI,,,SI,SI,,,,,,,SATISFACCION,POR_GRUPO
