NOMBRE_INSTRUMENTO,FOLIO_INSTRUMENTO,ROL_A_EVALUAR,ROL_EVALUADOR,TUTORIZADO,NOMBRE_SECCION,NOMBRE_INDICADOR,NO_PREGUNTA,PREGUNTA_BONO,OBLIGADA,PREGUNTA,NO_APLICA,VALIDO_NO_APLICA,NO_ENVIO_MENSAJE,SI,NO,SIEMPRE,CASI_SIEMPRE,ALGUNAS_VECES,CASI_NUNCA,NUNCA,RESPUESTA_ABIERTA,TIPO_INSTRUMENTO,EVA_TIPO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,21,SI,SI,Propició una comunicación permanente con los tutores.,,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,22,SI,SI,Acordó con los tutores la forma de asignar las calificaciones a las actividades llevadas a cabo por los alumnos.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,23,SI,SI,Acordó con los tutores la forma de asignar las calificaciones a las tareas.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,24,SI,SI,Comunicó a los tutores el procedimiento relativo a las prebajas de alumnos.,SI,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,25,SI,SI,Comunicó a los tutores el procedimiento relativo a las bajas de alumnos.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,26,SI,SI,"Sugirió a través de mensajería en plataforma educativa, acciones a los tutores respecto al seguimiento del desempeño de los alumnos.",,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,27,SI,SI,Verificó el cumplimiento de las acciones solicitadas al tutor para dar seguimiento al avance de los alumnos.,,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,28,SI,SI,Cuando existió bajo o nulo desempeño del tutor solicitó su baja al coordinador de curso.,SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,29,SI,SI,"Verificó al finalizar cada unidad, la existencia de evaluaciones no realizadas y/o tareas que no fueron entregadas solicitando a los tutores el seguimiento del alumno.",,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,30,SI,NO,Solicitó a los tutores a través de mensajería en plataforma educativa el asentamiento de calificaciones.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,31,SI,NO,"Verificó que las calificaciones de cada unidad y módulo por grupo, estuvieran correctamente asentadas. (a mas tardar una semana después de finalizar el módulo o unidad, según las características del curso)",,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,32,SI,NO,Solicitó a los tutores el asentamiento de las calificaciones pendientes y supervisó que se cumpla dicha indicación.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,33,SI,SI,"Identificó junto con el tutor, alumnos en riesgo de baja por las calificaciones obtenidas.",,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,34,SI,SI,Solicitó al tutor a través de mensajería en plataforma educativa la notificación de los riesgos de baja a los alumnos correspondientes y realizó un seguimiento estrecho.,SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,35,SI,SI,Identificó alumnos en los que procedió la baja.,SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,36,SI,SI,"Solicitó al tutor a través de mensajería de plataforma educativa, elaborar el listado completo de alumnos candidatos a baja del curso.",SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,37,SI,SI,Recibió y validó el listado de bajas elaborado por los tutores y las envió al coordinador de curso.,SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,38,SI,SI,Recibió ratificación de baja de alumnos y notificó al tutor correspondiente.,SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,39,SI,SI,Solicitó a los tutores que respondieran la encuesta de satisfacción.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,40,SI,SI,Envió comunicado para que los tutores solicitaran a sus alumnos responder la encuesta de satisfacción.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,41,SI,SI,Solicitó a los tutores el envío de una notificación de conclusión del curso a los alumnos.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,42,SI,NO,Notificó al coordinador de curso la validación de las calificaciones de todos los alumnos.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,43,SI,NO,"Notificó a los tutores, las calificaciones finales validadas.",,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,44,SI,SI,Informó a los tutores el periodo de emisión de constancias y les indicó dar a conocer esta información a los alumnos.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,45,SI,SI,Solicitó a los tutores vía correo electrónico las inconformidades de los alumnos y los anexos que contienen las evidencias de su desempeño durante el curso.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,46,SI,SI,"Analizó las inconformidades, agregó comentarios y envió la inconformidad del alumno con las evidencias correspondientes al coordinador de curso.",SI,,,,,SI,SI,SI,SI,SI,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,47,SI,SI,"Solicitó a los tutores mediante correo electrónico, las sugerencias para mejorar el curso.",,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,48,SI,SI,Integró las sugerencias para mejorar el curso en próximas implementaciones al reporte de cierre de curso.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,49,SI,SI,Envió por correo electrónico las sugerencias al coordinador de curso.,,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
Evaluación del desempeño del Coordinador de tutores,CCCT0122,COORDINADOR_TUTORES,COORDINADOR_CURSO,SI,Nak2,NA2,50,SI,SI,"En el reporte final de curso, integró las observaciones de funcionamiento de la plataforma y procedió a la evaluación en curso, conforme al tipo de curso.",,,,SI,SI,,,,,,,DESEMPENIO,POR_USUARIO
